Sample_ID,Residual,Standardized_residuals,True_y,Predicted_y
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,0.3999999999999999,0.4046944556859569,4,3.6
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,0.8999999999999999,1.079185215162552,4,3.1
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,0.3999999999999999,0.4046944556859569,4,3.6
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,0.10000000000000009,0.0,3,2.9
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,1.0,1.2140833670578712,2,1.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,0.8999999999999999,1.079185215162552,2,1.1
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,0.8,0.9442870632672332,2,1.2
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,-0.2999999999999998,-0.539592607581276,2,2.3
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,0.0,-0.13489815189531917,1,1.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,0.19999999999999996,0.13489815189531887,1,0.8
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,0.09999999999999998,-1.497670342135649e-16,1,0.9
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,-0.2,-0.40469445568595724,0,0.2
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,-0.7,-1.0791852151625525,0,0.7
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,0.2999999999999998,0.26979630379063774,4,3.7
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,0.5,0.539592607581276,4,3.5
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,-0.3999999999999999,-0.6744907594765952,3,3.4
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,0.6000000000000001,0.6744907594765952,3,2.4
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,-0.5,-0.8093889113719144,3,3.5
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,-0.7000000000000002,-1.0791852151625527,3,3.7
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,0.10000000000000009,0.0,2,1.9
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,0.19999999999999996,0.13489815189531887,1,0.8
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,-0.6000000000000001,-0.9442870632672336,1,1.6
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,-1.0,-1.4838796708485096,0,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,-0.7,-1.0791852151625525,0,0.7
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,-0.4,-0.6744907594765953,0,0.4
