Sample_ID,Residual,Standardized_residuals,True_y,Predicted_y
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-1,0.10000000000000009,0.0,4,3.9
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-2,1.1,1.1241512657943251,3,1.9
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-4,-1.0,-1.2365663923737578,3,4.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-1,0.5,0.44966050631772997,2,1.5
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-2,0.30000000000000004,0.22483025315886498,2,1.7
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-4,0.30000000000000004,0.22483025315886498,2,1.7
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-2,-0.5,-0.6744907594765952,1,1.5
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-5,-0.5,-0.6744907594765952,1,1.5
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-1,-1.3,-1.5738117721120553,0,1.3
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-2,-1.7,-2.0234722784297854,0,1.7
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-3,-1.7,-2.0234722784297854,0,1.7
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-4,-1.7,-2.0234722784297854,0,1.7
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-5,-1.4,-1.6862268986914877,0,1.4
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,0.6000000000000001,0.5620756328971626,4,3.4
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-3,0.7999999999999998,0.7869058860560273,4,3.2
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-4,0.6000000000000001,0.5620756328971626,4,3.4
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-5,0.6000000000000001,0.5620756328971626,4,3.4
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-1,0.7999999999999998,0.7869058860560273,3,2.2
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-3,0.7000000000000002,0.6744907594765952,3,2.3
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-5,0.6000000000000001,0.5620756328971626,3,2.4
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-3,0.30000000000000004,0.22483025315886498,2,1.7
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-5,-0.10000000000000009,-0.22483025315886523,2,2.1
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-1,-0.8,-1.0117361392148927,1,1.8
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-3,-1.4,-1.6862268986914877,1,2.4
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-4,-0.5,-0.6744907594765952,1,1.5
