Sample_ID,Residual,Standardized_residuals,True_y,Predicted_y
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,0.7000000000000002,1.1803588290840423,4,3.3
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-3,0.20000000000000018,0.337245379738298,4,3.8
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-4,0.7000000000000002,1.1803588290840423,4,3.3
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-1,0.10000000000000009,0.168622689869149,3,2.9
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-2,1.1,1.8548495885606375,3,1.9
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-3,0.3999999999999999,0.6744907594765953,3,2.6
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-3,0.6000000000000001,1.0117361392148934,2,1.4
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-4,0.3999999999999999,0.6744907594765953,2,1.6
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-1,-0.19999999999999996,-0.33724537973829766,1,1.2
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-3,-0.7,-1.1803588290840419,1,1.7
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-2,-0.2,-0.3372453797382977,0,0.2
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-3,-0.2,-0.3372453797382977,0,0.2
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-5,-0.4,-0.6744907594765954,0,0.4
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-1,0.0,0.0,4,4.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-5,0.0,0.0,4,4.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-4,-1.0,-1.6862268986914886,3,4.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-5,-0.20000000000000018,-0.337245379738298,3,3.2
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-1,0.30000000000000004,0.5058680696074467,2,1.7
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-2,2.0,3.372453797382977,2,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-5,0.8999999999999999,1.5176042088223396,2,1.1
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-2,-0.6000000000000001,-1.0117361392148934,1,1.6
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-4,-0.6000000000000001,-1.0117361392148934,1,1.6
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-5,-0.6000000000000001,-1.0117361392148934,1,1.6
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-1,0.0,0.0,0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-4,0.0,0.0,0,0.0
