Sample_ID,Residual,Standardized_residuals,True_y,Predicted_y
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,0.3333333333333335,0.22483025315886518,4,3.6666666666666665
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-4,0.3333333333333335,0.22483025315886518,4,3.6666666666666665
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-5,0.3333333333333335,0.22483025315886518,4,3.6666666666666665
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-1,1.6666666666666667,1.1241512657943253,3,1.3333333333333333
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-3,2.0,1.3489815189531904,3,1.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-5,1.0,0.6744907594765952,3,2.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-1,1.3333333333333335,0.8993210126354604,2,0.6666666666666666
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-4,1.0,0.6744907594765952,2,1.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-5,1.0,0.6744907594765952,2,1.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-2,-0.33333333333333326,-0.224830253158865,1,1.3333333333333333
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-1,-0.6666666666666666,-0.44966050631773014,0,0.6666666666666666
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-2,-1.6666666666666667,-1.1241512657943253,0,1.6666666666666667
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-4,-1.6666666666666667,-1.1241512657943253,0,1.6666666666666667
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-1,0.3333333333333335,0.22483025315886518,4,3.6666666666666665
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-3,0.0,0.0,4,4.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-2,1.0,0.6744907594765952,3,2.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-4,-1.0,-0.6744907594765952,3,4.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-2,1.3333333333333335,0.8993210126354604,2,0.6666666666666666
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-3,0.0,0.0,2,2.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-1,-1.0,-0.6744907594765952,1,2.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-3,-1.0,-0.6744907594765952,1,2.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-4,-0.6666666666666667,-0.4496605063177302,1,1.6666666666666667
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-5,-0.6666666666666667,-0.4496605063177302,1,1.6666666666666667
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-3,-0.6666666666666666,-0.44966050631773014,0,0.6666666666666666
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-5,-1.3333333333333333,-0.8993210126354603,0,1.3333333333333333
