Sample_ID,Residual,Standardized_residuals,True_y,Predicted_y
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-1,0.2999999999999998,0.44966050631772986,4,3.7
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,0.6000000000000001,1.1241512657943258,4,3.4
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-5,0.5,0.8993210126354605,4,3.5
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-3,0.7999999999999998,1.5738117721120555,3,2.2
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-4,0.0,-0.22483025315886507,3,3.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-5,-0.10000000000000009,-0.44966050631773036,3,3.1
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-1,0.3999999999999999,0.6744907594765952,2,1.6
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-3,0.3999999999999999,0.6744907594765952,2,1.6
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-4,0.3999999999999999,0.6744907594765952,2,1.6
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-5,0.6000000000000001,1.1241512657943258,2,1.4
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-2,0.19999999999999996,0.22483025315886507,1,0.8
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-3,0.0,-0.22483025315886507,1,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-2,-0.1,-0.4496605063177302,0,0.1
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-3,0.2999999999999998,0.44966050631772986,4,3.7
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-4,0.2999999999999998,0.44966050631772986,4,3.7
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-1,-0.20000000000000018,-0.6744907594765956,3,3.2
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-2,-0.10000000000000009,-0.44966050631773036,3,3.1
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-2,0.3999999999999999,0.6744907594765952,2,1.6
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-1,0.09999999999999998,0.0,1,0.9
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-4,0.09999999999999998,0.0,1,0.9
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-5,-0.3999999999999999,-1.1241512657943253,1,1.4
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-1,-0.5,-1.3489815189531906,0,0.5
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-3,-1.0,-2.4731327847475164,0,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-4,-0.8,-2.023472278429786,0,0.8
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-5,-0.9,-2.248302531588651,0,0.9
