Sample_ID,Probability_residual_leaf_1,Probability_residual_leaf_2,Probability_residual_leaf_3,Probability_residual_leaf_4,Probability_residual_leaf_5,Z-score_residual_leaf_1,Z-score_residual_leaf_2,Z-score_residual_leaf_3,Z-score_residual_leaf_4,Z-score_residual_leaf_5,Sum_of_absolute_residual,Root_sum_of_squared_residual,Shannon_entropy_of_absolute_residual,Mahalanobis_distance_of_residual,True_label,leaf_1_true,leaf_2_true,leaf_3_true,leaf_4_true,leaf_5_true,Predicted_label,leaf_1_predicted,leaf_2_predicted,leaf_3_predicted,leaf_4_predicted,leaf_5_predicted
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,0.7,-0.7,0.0,0.0,0.0,2.422183791089564,-1.7079406254018412,-0.24618298195866545,0.26744186046511625,0.10910894511799624,1.4,0.9899494936611665,0.43067655807339306,2.3888746798634615,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_2,0.3,0.7,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-4,0.7,-0.7,0.0,0.0,0.0,2.422183791089564,-1.7079406254018412,-0.24618298195866545,0.26744186046511625,0.10910894511799624,1.4,0.9899494936611665,0.43067655807339306,2.3888746798634615,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_2,0.3,0.7,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-5,0.09999999999999998,-0.1,0.0,0.0,0.0,0.2974611673267885,-0.27670546445057764,-0.24618298195866545,0.26744186046511625,0.10910894511799624,0.19999999999999998,0.1414213562373095,0.43067655807339306,0.41601781664477866,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.9,0.1,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-2,0.0,0.9,-0.6,-0.3,0.0,-0.05665926996700735,2.108686470468195,-2.092555346648656,-0.6046511627906976,0.10910894511799624,1.8,1.1224972160321824,0.6284208026252547,3.237873811164448,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_3,0.0,0.1,0.6,0.3,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-5,0.0,0.09999999999999998,-0.1,0.0,0.0,-0.05665926996700735,0.20037292253317684,-0.5539117094069972,0.26744186046511625,0.10910894511799624,0.19999999999999998,0.1414213562373095,0.43067655807339306,0.6061895880255846,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.0,0.9,0.1,0.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-2,0.0,0.0,1.0,-0.1,-0.9,-0.05665926996700735,-0.03816627095870037,2.831104292524653,-0.023255813953488393,-4.800793585191833,2.0,1.3490737563232043,0.5316692620727028,4.704152326902027,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_5,0.0,0.0,0.0,0.1,0.9
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-3,0.0,0.0,0.9,-0.9,0.0,-0.05665926996700735,-0.03816627095870037,2.523375565076321,-2.3488372093023258,0.10910894511799624,1.8,1.2727922061357855,0.43067655807339306,3.237480110463624,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.1,0.9,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-4,0.0,0.0,0.7,-0.7,0.0,-0.05665926996700735,-0.03816627095870037,1.9079181101796572,-1.767441860465116,0.10910894511799624,1.4,0.9899494936611665,0.43067655807339306,2.4618739980732434,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.3,0.7,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-2,0.0,0.0,-0.1,0.09999999999999998,0.0,-0.05665926996700735,-0.03816627095870037,-0.5539117094069972,0.5581395348837208,0.10910894511799624,0.19999999999999998,0.1414213562373095,0.43067655807339306,0.6694183569672937,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.1,0.9,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-5,0.0,0.0,-0.1,0.09999999999999998,0.0,-0.05665926996700735,-0.03816627095870037,-0.5539117094069972,0.5581395348837208,0.10910894511799624,0.19999999999999998,0.1414213562373095,0.43067655807339306,0.6694183569672937,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.1,0.9,0.0
