Sample_ID,Probability_residual_leaf_1,Probability_residual_leaf_2,Probability_residual_leaf_3,Probability_residual_leaf_4,Probability_residual_leaf_5,Z-score_residual_leaf_1,Z-score_residual_leaf_2,Z-score_residual_leaf_3,Z-score_residual_leaf_4,Z-score_residual_leaf_5,Sum_of_absolute_residual,Root_sum_of_squared_residual,Shannon_entropy_of_absolute_residual,Mahalanobis_distance_of_residual,True_label,leaf_1_true,leaf_2_true,leaf_3_true,leaf_4_true,leaf_5_true,Predicted_label,leaf_1_predicted,leaf_2_predicted,leaf_3_predicted,leaf_4_predicted,leaf_5_predicted
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.4969103983674978,-1.2326312688558734,0.30461682659194117,-0.13850867221288873,-0.07580980435789036,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.4927845782635367,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-4,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.4969103983674978,-1.2326312688558734,0.30461682659194117,-0.13850867221288873,-0.07580980435789036,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.4927845782635367,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-5,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.4969103983674978,-1.2326312688558734,0.30461682659194117,-0.13850867221288873,-0.07580980435789036,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.4927845782635367,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-1,0.0,0.0,0.0,0.0,0.0,-0.20412414523193148,-0.1320676359488436,0.30461682659194117,-0.13850867221288873,-0.07580980435789036,0.0,0.0,,0.4625073442425102,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.0,1.0,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-4,-0.6666666666666666,0.6666666666666667,0.0,0.0,0.0,-3.6061932324307895,2.0690596298652157,0.30461682659194117,-0.13850867221288873,-0.07580980435789036,1.3333333333333335,0.9428090415820634,0.43067655807339306,3.6010465467533197,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-1,0.0,0.0,0.33333333333333337,-0.3333333333333333,0.0,-0.20412414523193148,-0.1320676359488436,0.9969277961190803,-1.0041878735434433,-0.07580980435789036,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.0987374937934713,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-3,0.0,0.0,0.6666666666666667,-0.6666666666666666,0.0,-0.20412414523193148,-0.1320676359488436,1.6892387656462196,-1.8698670748739978,-0.07580980435789036,1.3333333333333335,0.9428090415820634,0.43067655807339306,1.9145281560219138,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-5,0.0,0.0,0.6666666666666667,-0.6666666666666666,0.0,-0.20412414523193148,-0.1320676359488436,1.6892387656462196,-1.8698670748739978,-0.07580980435789036,1.3333333333333335,0.9428090415820634,0.43067655807339306,1.9145281560219138,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-2,0.0,0.0,-0.3333333333333333,0.33333333333333337,0.0,-0.20412414523193148,-0.1320676359488436,-0.38769414293519794,0.727170529117666,-0.07580980435789036,0.6666666666666667,0.4714045207910317,0.43067655807339306,0.827940184936553,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-5,0.0,0.0,-0.6666666666666666,0.6666666666666667,0.0,-0.20412414523193148,-0.1320676359488436,-1.080005112462337,1.5928497304482208,-0.07580980435789036,1.3333333333333335,0.9428090415820634,0.43067655807339306,1.6192405007691415,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
