Sample_ID,Probability_residual_leaf_1,Probability_residual_leaf_2,Probability_residual_leaf_3,Probability_residual_leaf_4,Probability_residual_leaf_5,Z-score_residual_leaf_1,Z-score_residual_leaf_2,Z-score_residual_leaf_3,Z-score_residual_leaf_4,Z-score_residual_leaf_5,Sum_of_absolute_residual,Root_sum_of_squared_residual,Shannon_entropy_of_absolute_residual,Mahalanobis_distance_of_residual,True_label,leaf_1_true,leaf_2_true,leaf_3_true,leaf_4_true,leaf_5_true,Predicted_label,leaf_1_predicted,leaf_2_predicted,leaf_3_predicted,leaf_4_predicted,leaf_5_predicted
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-1,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.155493329779465,-1.176927784785756,0.06681531047810606,0.29166666666666663,-0.320844473959874,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.2098929951043789,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,0.6666666666666667,-0.6666666666666666,0.0,0.0,0.0,2.225394561056747,-2.227756164058752,0.06681531047810606,0.29166666666666663,-0.320844473959874,1.3333333333333335,0.9428090415820634,0.43067655807339306,2.2288966177125236,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_2,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-3,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.155493329779465,-1.176927784785756,0.06681531047810606,0.29166666666666663,-0.320844473959874,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.2098929951043789,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-1,-0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,-0.9843091327750995,0.9247289737602369,0.06681531047810606,0.29166666666666663,-0.320844473959874,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.027889240818644,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-3,0.0,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.08559209850218255,0.9247289737602369,-1.6035674514745464,0.29166666666666663,-0.320844473959874,0.6666666666666667,0.4714045207910317,0.43067655807339306,4.800000000000005,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-1,0.0,0.0,0.33333333333333337,-0.3333333333333333,0.0,0.08559209850218255,-0.1260994055127596,1.7371980724307585,-0.75,-0.320844473959874,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.7464652096382627,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-2,0.0,0.0,0.33333333333333337,-0.3333333333333333,0.0,0.08559209850218255,-0.1260994055127596,1.7371980724307585,-0.75,-0.320844473959874,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.7464652096382627,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-5,0.0,0.0,0.33333333333333337,-0.3333333333333333,0.0,0.08559209850218255,-0.1260994055127596,1.7371980724307585,-0.75,-0.320844473959874,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.7464652096382627,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-1,0.0,0.0,0.0,0.0,0.0,0.08559209850218255,-0.1260994055127596,0.06681531047810606,0.29166666666666663,-0.320844473959874,0.0,0.0,,0.40004138858720806,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.0,1.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-4,0.0,0.0,0.0,0.0,0.0,0.08559209850218255,-0.1260994055127596,0.06681531047810606,0.29166666666666663,-0.320844473959874,0.0,0.0,,0.40004138858720806,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.0,1.0,0.0
