Sample_ID,Residual,Standardized_residuals,True_y,Predicted_y
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-3,0.20000000000000018,1.011736139214893,4,3.8
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-4,0.20000000000000018,1.011736139214893,4,3.8
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-1,-0.2999999999999998,-0.6744907594765943,3,3.3
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-3,0.3999999999999999,1.6862268986914868,3,2.6
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-2,0.7,2.6979630379063795,2,1.3
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-3,0.5,2.0234722784297845,2,1.5
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-4,-0.10000000000000009,-2.8081318915043407e-16,2,2.1
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-2,-0.19999999999999996,-0.33724537973829727,1,1.2
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-3,-0.30000000000000004,-0.674490759476595,1,1.3
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-5,-0.6000000000000001,-1.6862268986914877,1,1.6
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-2,-0.1,0.0,0,0.1
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-3,-0.1,0.0,0,0.1
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-5,-0.5,-1.34898151895319,0,0.5
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-1,0.7000000000000002,2.69796303790638,4,3.3
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,0.7999999999999998,3.0352084176446765,4,3.2
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-5,0.6000000000000001,2.3607176581680824,4,3.4
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-2,-0.10000000000000009,-2.8081318915043407e-16,3,3.1
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-4,0.10000000000000009,0.6744907594765952,3,2.9
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-5,-0.20000000000000018,-0.33724537973829805,3,3.2
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-1,0.30000000000000004,1.34898151895319,2,1.7
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-5,-0.10000000000000009,-2.8081318915043407e-16,2,2.1
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-1,0.5,2.0234722784297845,1,0.5
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-4,-0.10000000000000009,-2.8081318915043407e-16,1,1.1
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-1,-0.1,0.0,0,0.1
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-4,-0.1,0.0,0,0.1
