Sample_ID,Residual,Standardized_residuals,True_y,Predicted_y
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,0.2999999999999998,0.6744907594765946,4,3.7
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-3,0.0,0.0,4,4.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-5,0.10000000000000009,0.22483025315886523,4,3.9
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-4,-0.5,-1.1241512657943251,3,3.5
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-5,-0.2999999999999998,-0.6744907594765946,3,3.3
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-1,0.3999999999999999,0.8993210126354599,2,1.6
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-4,0.10000000000000009,0.22483025315886523,2,1.9
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-1,0.6,1.3489815189531902,1,0.4
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-2,-0.10000000000000009,-0.22483025315886523,1,1.1
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-5,-0.5,-1.1241512657943251,1,1.5
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-2,-0.8,-1.7986420252709203,0,0.8
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-3,-1.0,-2.2483025315886502,0,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-5,-0.8,-1.7986420252709203,0,0.8
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-1,0.6000000000000001,1.3489815189531904,4,3.4
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-4,1.0,2.2483025315886502,4,3.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-1,0.20000000000000018,0.44966050631773047,3,2.8
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-2,0.2999999999999998,0.6744907594765946,3,2.7
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-3,0.7000000000000002,1.5738117721120555,3,2.3
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-2,0.10000000000000009,0.22483025315886523,2,1.9
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-3,0.30000000000000004,0.6744907594765952,2,1.7
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-5,0.0,0.0,2,2.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-3,0.0,0.0,1,1.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-4,-0.10000000000000009,-0.22483025315886523,1,1.1
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-1,-0.8,-1.7986420252709203,0,0.8
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-4,-0.7,-1.573811772112055,0,0.7
