Sample_ID,Residual,Standardized_residuals,True_y,Predicted_y
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,0.7000000000000002,0.7869058860560277,4,3.3
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,0.20000000000000018,0.22483025315886523,4,3.8
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,0.20000000000000018,0.22483025315886523,4,3.8
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,0.7000000000000002,0.7869058860560277,3,2.3
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,1.5,1.6862268986914877,3,1.5
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,0.6000000000000001,0.6744907594765952,3,2.4
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,1.9,2.1358874050092176,2,0.1
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,0.7,0.7869058860560275,2,1.3
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,0.10000000000000009,0.11241512657943262,2,1.9
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,-0.19999999999999996,-0.22483025315886498,1,1.2
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,0.0,0.0,1,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,-0.1,-0.11241512657943252,0,0.1
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,-0.1,-0.11241512657943252,0,0.1
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,0.10000000000000009,0.11241512657943262,4,3.9
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,0.10000000000000009,0.11241512657943262,4,3.9
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,-0.5,-0.5620756328971626,3,3.5
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,-0.8999999999999999,-1.0117361392148925,3,3.9
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,0.6000000000000001,0.6744907594765952,2,1.4
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,0.0,0.0,2,2.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,-0.8,-0.8993210126354602,1,1.8
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,-1.5,-1.6862268986914877,1,2.5
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,-0.6000000000000001,-0.6744907594765952,1,1.6
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,-1.1,-1.2365663923737578,0,1.1
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,-0.8,-0.8993210126354602,0,0.8
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,-1.3,-1.4613966455326226,0,1.3
