Sample_ID,Residual,Standardized_residuals,True_y,Predicted_y
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-1,1.0,2.023472278429786,4,3.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,1.0,2.023472278429786,4,3.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-3,1.0,2.023472278429786,4,3.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-5,1.0,2.023472278429786,4,3.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-1,0.0,0.0,3,3.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-3,0.6666666666666665,1.3489815189531902,3,2.3333333333333335
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-4,0.0,0.0,3,3.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-5,0.0,0.0,3,3.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-1,0.33333333333333326,0.6744907594765951,2,1.6666666666666667
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-2,0.33333333333333337,0.6744907594765953,1,0.6666666666666666
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-4,-0.33333333333333326,-0.6744907594765951,1,1.3333333333333333
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-2,0.0,0.0,0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-5,0.0,0.0,0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-4,0.3333333333333335,0.6744907594765955,4,3.6666666666666665
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-2,0.0,0.0,3,3.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-2,0.6666666666666667,1.3489815189531906,2,1.3333333333333333
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-3,0.6666666666666667,1.3489815189531906,2,1.3333333333333333
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-4,0.0,0.0,2,2.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-5,-0.6666666666666665,-1.3489815189531902,2,2.6666666666666665
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-1,0.33333333333333337,0.6744907594765953,1,0.6666666666666666
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-3,-0.33333333333333326,-0.6744907594765951,1,1.3333333333333333
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-5,-0.33333333333333326,-0.6744907594765951,1,1.3333333333333333
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-1,-0.3333333333333333,-0.6744907594765952,0,0.3333333333333333
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-3,-0.3333333333333333,-0.6744907594765952,0,0.3333333333333333
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-4,-0.3333333333333333,-0.6744907594765952,0,0.3333333333333333
