Sample_ID,Probability_residual_leaf_1,Probability_residual_leaf_2,Probability_residual_leaf_3,Probability_residual_leaf_4,Probability_residual_leaf_5,Z-score_residual_leaf_1,Z-score_residual_leaf_2,Z-score_residual_leaf_3,Z-score_residual_leaf_4,Z-score_residual_leaf_5,Sum_of_absolute_residual,Root_sum_of_squared_residual,Shannon_entropy_of_absolute_residual,Mahalanobis_distance_of_residual,True_label,leaf_1_true,leaf_2_true,leaf_3_true,leaf_4_true,leaf_5_true,Predicted_label,leaf_1_predicted,leaf_2_predicted,leaf_3_predicted,leaf_4_predicted,leaf_5_predicted
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,0.09999999999999998,-0.1,0.0,0.0,0.0,0.7054756215026583,-0.6984862973792074,-0.19781414201873607,0.25993762245501817,-0.13655185403274098,0.19999999999999998,0.1414213562373095,0.43067655807339306,0.752999887282394,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.9,0.1,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-4,0.30000000000000004,-0.3,0.0,0.0,0.0,1.685302873589684,-1.642386699243001,-0.19781414201873607,0.25993762245501817,-0.13655185403274098,0.6000000000000001,0.42426406871192857,0.43067655807339317,1.7354252146921714,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.7,0.3,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-5,0.09999999999999998,-0.1,0.0,0.0,0.0,0.7054756215026583,-0.6984862973792074,-0.19781414201873607,0.25993762245501817,-0.13655185403274098,0.19999999999999998,0.1414213562373095,0.43067655807339306,0.752999887282394,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.9,0.1,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-1,0.0,0.0,0.0,0.0,0.0,0.21556199545914564,-0.22653609644731054,-0.19781414201873607,0.25993762245501817,-0.13655185403274098,0.0,0.0,,0.37082332353950853,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.0,1.0,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-4,-0.5,0.5,0.0,0.0,0.0,-2.234006134758418,2.133214908212174,-0.19781414201873607,0.25993762245501817,-0.13655185403274098,1.0,0.7071067811865476,0.43067655807339306,2.4327938199722365,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_1,0.5,0.5,0.0,0.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-1,0.0,0.0,1.0,-1.0,0.0,0.21556199545914564,-0.22653609644731054,3.0990882249601985,-2.3394386020951634,-0.13655185403274098,2.0,1.4142135623730951,0.43067655807339306,3.0413704586743506,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.0,1.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-2,0.0,0.0,1.0,-1.0,0.0,0.21556199545914564,-0.22653609644731054,3.0990882249601985,-2.3394386020951634,-0.13655185403274098,2.0,1.4142135623730951,0.43067655807339306,3.0413704586743506,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.0,1.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-3,0.0,0.0,0.4,-0.3,-0.1,0.21556199545914564,-0.22653609644731054,1.120946804772838,-0.5198752449100362,-0.5158625596792439,0.7999999999999999,0.5099019513592785,0.6053757932145417,1.1872391258565682,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.0,0.6,0.3,0.1
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-2,0.0,0.0,0.0,0.0,0.0,0.21556199545914564,-0.22653609644731054,-0.19781414201873607,0.25993762245501817,-0.13655185403274098,0.0,0.0,,0.37082332353950853,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.0,1.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-5,0.0,0.0,0.0,0.0,0.0,0.21556199545914564,-0.22653609644731054,-0.19781414201873607,0.25993762245501817,-0.13655185403274098,0.0,0.0,,0.37082332353950853,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.0,1.0,0.0
