Sample_ID,Residual,Standardized_residuals,True_y,Predicted_y
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,0.7999999999999998,1.7986420252709203,4,3.2
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-3,0.10000000000000009,0.2248302531588653,4,3.9
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-4,0.7999999999999998,1.7986420252709203,4,3.2
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-1,0.20000000000000018,0.4496605063177306,3,2.8
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-2,1.4,3.147623544224111,3,1.6
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-1,1.0,2.2483025315886507,2,1.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-2,2.0,4.496605063177301,2,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-3,1.0,2.2483025315886507,2,1.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-4,0.8,1.7986420252709208,2,1.2
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-4,0.0,0.0,1,1.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-5,0.0,0.0,1,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-3,0.0,0.0,0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-4,0.0,0.0,0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-1,0.0,0.0,4,4.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-5,0.0,0.0,4,4.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-3,0.0,0.0,3,3.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-4,-1.0,-2.2483025315886507,3,4.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-5,0.0,0.0,3,3.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-5,-0.20000000000000018,-0.4496605063177306,2,2.2
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-1,-0.7,-1.5738117721120555,1,1.7
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-2,0.0,0.0,1,1.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-3,-1.0,-2.2483025315886507,1,2.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-1,-0.9,-2.023472278429786,0,0.9
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-2,-0.3,-0.6744907594765952,0,0.3
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-5,-0.9,-2.023472278429786,0,0.9
