Sample_ID,Residual,Standardized_residuals,True_y,Predicted_y
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,0.3333333333333335,0.3372453797382978,4,3.6666666666666665
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,0.3333333333333335,0.3372453797382978,4,3.6666666666666665
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,0.3333333333333335,0.3372453797382978,4,3.6666666666666665
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,0.0,0.0,2,2.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,0.0,0.0,2,2.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,-0.6666666666666665,-0.6744907594765952,2,2.6666666666666665
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,0.0,0.0,2,2.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,-0.33333333333333326,-0.3372453797382976,1,1.3333333333333333
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,0.0,0.0,1,1.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,0.0,0.0,1,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,-0.6666666666666666,-0.6744907594765953,0,0.6666666666666666
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,-2.0,-2.0234722784297863,0,2.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,-1.0,-1.0117361392148931,0,1.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,1.0,1.0117361392148931,4,3.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,0.0,0.0,4,4.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,1.3333333333333333,1.3489815189531906,3,1.6666666666666667
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,1.6666666666666667,1.6862268986914886,3,1.3333333333333333
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,1.6666666666666667,1.6862268986914886,3,1.3333333333333333
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,-1.0,-1.0117361392148931,3,4.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,1.0,1.0117361392148931,3,2.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,1.0,1.0117361392148931,2,1.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,0.0,0.0,1,1.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,0.0,0.0,1,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,-0.6666666666666666,-0.6744907594765953,0,0.6666666666666666
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,-1.3333333333333333,-1.3489815189531906,0,1.3333333333333333
